instance_family,instance_type,region,os,price_per_hour,vcpu,ram_gb,ladder_rank
c5,c5.large,me-central-1,Linux,0.106,2,4.0,1
c5,c5.large,me-central-1,RHEL,0.134,2,4.0,1
c5,c5.large,me-central-1,SUSE,0.162,2,4.0,1
c5,c5.large,me-central-1,Windows,0.198,2,4.0,1
c5,c5.large,me-south-1,Linux,0.106,2,4.0,1
c5,c5.large,me-south-1,RHEL,0.134,2,4.0,1
c5,c5.large,me-south-1,SUSE,0.162,2,4.0,1
c5,c5.large,me-south-1,Windows,0.198,2,4.0,1
c5,c5.large,sa-east-1,Linux,0.131,2,4.0,1
c5,c5.large,sa-east-1,RHEL,0.16,2,4.0,1
c5,c5.large,sa-east-1,SUSE,0.187,2,4.0,1
c5,c5.large,sa-east-1,Windows,0.223,2,4.0,1
c5,c5.large,us-east-1,Linux,0.085,2,4.0,1
c5,c5.large,us-east-1,RHEL,0.114,2,4.0,1
c5,c5.large,us-east-1,SUSE,0.141,2,4.0,1
c5,c5.large,us-east-1,Windows,0.177,2,4.0,1
c5,c5.large,us-east-2,Linux,0.085,2,4.0,1
c5,c5.large,us-east-2,RHEL,0.114,2,4.0,1
c5,c5.large,us-east-2,SUSE,0.141,2,4.0,1
c5,c5.large,us-east-2,Windows,0.177,2,4.0,1
c5,c5.large,us-west-1,Linux,0.106,2,4.0,1
c5,c5.large,us-west-1,RHEL,0.135,2,4.0,1
c5,c5.large,us-west-1,SUSE,0.162,2,4.0,1
c5,c5.large,us-west-1,Windows,0.198,2,4.0,1
c5,c5.large,us-west-2,Linux,0.085,2,4.0,1
c5,c5.large,us-west-2,RHEL,0.114,2,4.0,1
c5,c5.large,us-west-2,SUSE,0.141,2,4.0,1
c5,c5.large,us-west-2,Windows,0.177,2,4.0,1
c5,c5.xlarge,af-south-1,Linux,0.228,4,8.0,2
c5,c5.xlarge,af-south-1,RHEL,0.286,4,8.0,2
c5,c5.xlarge,af-south-1,SUSE,0.284,4,8.0,2
c5,c5.xlarge,af-south-1,Windows,0.412,4,8.0,2
c5,c5.xlarge,ap-northeast-2,Linux,0.192,4,8.0,2
c5,c5.xlarge,ap-northeast-2,RHEL,0.25,4,8.0,2
c5,c5.xlarge,ap-northeast-2,SUSE,0.248,4,8.0,2
c5,c5.xlarge,ap-northeast-2,Windows,0.376,4,8.0,2
c5,c5.xlarge,ap-northeast-3,Linux,0.214,4,8.0,2
c5,c5.xlarge,ap-northeast-3,RHEL,0.272,4,8.0,2
c5,c5.xlarge,ap-northeast-3,SUSE,0.27,4,8.0,2
c5,c5.xlarge,ap-northeast-3,Windows,0.398,4,8.0,2
c5,c5.xlarge,ap-south-2,Linux,0.17,4,8.0,2
c5,c5.xlarge,ap-south-2,RHEL,0.228,4,8.0,2
c5,c5.xlarge,ap-south-2,SUSE,0.226,4,8.0,2
c5,c5.xlarge,ap-south-2,Windows,0.354,4,8.0,2
c5,c5.xlarge,ap-southeast-1,Linux,0.196,4,8.0,2
c5,c5.xlarge,ap-southeast-1,RHEL,0.254,4,8.0,2
c5,c5.xlarge,ap-southeast-1,SUSE,0.252,4,8.0,2
c5,c5.xlarge,ap-southeast-1,Windows,0.38,4,8.0,2
c5,c5.xlarge,ap-southeast-2,Linux,0.222,4,8.0,2
c5,c5.xlarge,ap-southeast-2,RHEL,0.28,4,8.0,2
c5,c5.xlarge,ap-southeast-2,SUSE,0.278,4,8.0,2
c5,c5.xlarge,ap-southeast-2,Windows,0.406,4,8.0,2
c5,c5.xlarge,ap-southeast-4,Linux,0.222,4,8.0,2
c5,c5.xlarge,ap-southeast-4,RHEL,0.28,4,8.0,2
c5,c5.xlarge,ap-southeast-4,SUSE,0.278,4,8.0,2
c5,c5.xlarge,ap-southeast-4,Windows,0.406,4,8.0,2
c5,c5.xlarge,ca-central-1,Linux,0.186,4,8.0,2
c5,c5.xlarge,ca-central-1,RHEL,0.244,4,8.0,2
c5,c5.xlarge,ca-central-1,SUSE,0.242,4,8.0,2
c5,c5.xlarge,ca-central-1,Windows,0.37,4,8.0,2
c5,c5.xlarge,ca-west-1,Linux,0.186,4,8.0,2
c5,c5.xlarge,ca-west-1,RHEL,0.244,4,8.0,2
c5,c5.xlarge,ca-west-1,SUSE,0.242,4,8.0,2
c5,c5.xlarge,ca-west-1,Windows,0.37,4,8.0,2
c5,c5.xlarge,eu-central-1,Linux,0.194,4,8.0,2
c5,c5.xlarge,eu-central-1,RHEL,0.252,4,8.0,2
c5,c5.xlarge,eu-central-1,SUSE,0.25,4,8.0,2
c5,c5.xlarge,eu-central-1,Windows,0.378,4,8.0,2
c5,c5.xlarge,eu-north-1,Linux,0.182,4,8.0,2
c5,c5.xlarge,eu-north-1,RHEL,0.24,4,8.0,2
c5,c5.xlarge,eu-north-1,SUSE,0.238,4,8.0,2
c5,c5.xlarge,eu-north-1,Windows,0.366,4,8.0,2
c5,c5.xlarge,eu-south-1,Linux,0.202,4,8.0,2
c5,c5.xlarge,eu-south-1,RHEL,0.26,4,8.0,2
c5,c5.xlarge,eu-south-1,SUSE,0.258,4,8.0,2
c5,c5.xlarge,eu-south-1,Windows,0.386,4,8.0,2
c5,c5.xlarge,eu-west-1,Linux,0.192,4,8.0,2
c5,c5.xlarge,eu-west-1,RHEL,0.25,4,8.0,2
c5,c5.xlarge,eu-west-1,SUSE,0.248,4,8.0,2
c5,c5.xlarge,eu-west-1,Windows,0.376,4,8.0,2
c5,c5.xlarge,eu-west-2,Linux,0.202,4,8.0,2
c5,c5.xlarge,eu-west-2,RHEL,0.26,4,8.0,2
c5,c5.xlarge,eu-west-2,SUSE,0.258,4,8.0,2
c5,c5.xlarge,eu-west-2,Windows,0.386,4,8.0,2
c5,c5.xlarge,eu-west-3,Linux,0.202,4,8.0,2
c5,c5.xlarge,eu-west-3,RHEL,0.26,4,8.0,2
c5,c5.xlarge,eu-west-3,SUSE,0.258,4,8.0,2
c5,c5.xlarge,eu-west-3,Windows,0.386,4,8.0,2
c5,c5.xlarge,il-central-1,Linux,0.202,4,8.0,2
c5,c5.xlarge,il-central-1,RHEL,0.259,4,8.0,2
c5,c5.xlarge,il-central-1,SUSE,0.258,4,8.0,2
c5,c5.xlarge,il-central-1,Windows,0.386,4,8.0,2
c5,c5.xlarge,me-central-1,Linux,0.211,4,8.0,2
c5,c5.xlarge,me-central-1,RHEL,0.269,4,8.0,2
c5,c5.xlarge,me-central-1,SUSE,0.268,4,8.0,2
c5,c5.xlarge,me-central-1,Windows,0.395,4,8.0,2
c5,c5.xlarge,me-south-1,Linux,0.211,4,8.0,2
c5,c5.xlarge,me-south-1,RHEL,0.269,4,8.0,2
c5,c5.xlarge,me-south-1,SUSE,0.268,4,8.0,2
c5,c5.xlarge,me-south-1,Windows,0.395,4,8.0,2
c5,c5.xlarge,sa-east-1,Linux,0.262,4,8.0,2
c5,c5.xlarge,sa-east-1,RHEL,0.32,4,8.0,2
c5,c5.xlarge,sa-east-1,SUSE,0.318,4,8.0,2
c5,c5.xlarge,sa-east-1,Windows,0.446,4,8.0,2
c5,c5.xlarge,us-east-1,Linux,0.17,4,8.0,2
c5,c5.xlarge,us-east-1,RHEL,0.228,4,8.0,2
c5,c5.xlarge,us-east-1,SUSE,0.226,4,8.0,2
c5,c5.xlarge,us-east-1,Windows,0.354,4,8.0,2
c5,c5.xlarge,us-east-2,Linux,0.17,4,8.0,2
c5,c5.xlarge,us-east-2,RHEL,0.228,4,8.0,2
c5,c5.xlarge,us-east-2,SUSE,0.226,4,8.0,2
c5,c5.xlarge,us-east-2,Windows,0.354,4,8.0,2
c5,c5.xlarge,us-west-1,Linux,0.212,4,8.0,2
c5,c5.xlarge,us-west-1,RHEL,0.27,4,8.0,2
c5,c5.xlarge,us-west-1,SUSE,0.268,4,8.0,2
c5,c5.xlarge,us-west-1,Windows,0.396,4,8.0,2
c5,c5.xlarge,us-west-2,Linux,0.17,4,8.0,2
c5,c5.xlarge,us-west-2,RHEL,0.228,4,8.0,2
c5,c5.xlarge,us-west-2,SUSE,0.226,4,8.0,2
c5,c5.xlarge,us-west-2,Windows,0.354,4,8.0,2
c5,c5.2xlarge,af-south-1,Linux,0.456,8,16.0,3
c5,c5.2xlarge,af-south-1,RHEL,0.571,8,16.0,3
c5,c5.2xlarge,af-south-1,SUSE,0.556,8,16.0,3
c5,c5.2xlarge,af-south-1,Windows,0.824,8,16.0,3
c5,c5.2xlarge,ap-northeast-2,Linux,0.384,8,16.0,3
c5,c5.2xlarge,ap-northeast-2,RHEL,0.499,8,16.0,3
c5,c5.2xlarge,ap-northeast-2,SUSE,0.484,8,16.0,3
c5,c5.2xlarge,ap-northeast-2,Windows,0.752,8,16.0,3
c5,c5.2xlarge,ap-northeast-3,Linux,0.428,8,16.0,3
c5,c5.2xlarge,ap-northeast-3,RHEL,0.543,8,16.0,3
c5,c5.2xlarge,ap-northeast-3,SUSE,0.528,8,16.0,3
c5,c5.2xlarge,ap-northeast-3,Windows,0.796,8,16.0,3
c5,c5.2xlarge,ap-south-2,Linux,0.34,8,16.0,3
c5,c5.2xlarge,ap-south-2,RHEL,0.455,8,16.0,3
c5,c5.2xlarge,ap-south-2,SUSE,0.465,8,16.0,3
c5,c5.2xlarge,ap-south-2,Windows,0.708,8,16.0,3
c5,c5.2xlarge,ap-southeast-1,Linux,0.392,8,16.0,3
c5,c5.2xlarge,ap-southeast-1,RHEL,0.507,8,16.0,3
c5,c5.2xlarge,ap-southeast-1,SUSE,0.492,8,16.0,3
c5,c5.2xlarge,ap-southeast-1,Windows,0.76,8,16.0,3
c5,c5.2xlarge,ap-southeast-2,Linux,0.444,8,16.0,3
c5,c5.2xlarge,ap-southeast-2,RHEL,0.559,8,16.0,3
c5,c5.2xlarge,ap-southeast-2,SUSE,0.544,8,16.0,3
c5,c5.2xlarge,ap-southeast-2,Windows,0.812,8,16.0,3
c5,c5.2xlarge,ap-southeast-4,Linux,0.444,8,16.0,3
c5,c5.2xlarge,ap-southeast-4,RHEL,0.559,8,16.0,3
c5,c5.2xlarge,ap-southeast-4,SUSE,0.569,8,16.0,3
c5,c5.2xlarge,ap-southeast-4,Windows,0.812,8,16.0,3
c5,c5.2xlarge,ca-central-1,Linux,0.372,8,16.0,3
c5,c5.2xlarge,ca-central-1,RHEL,0.487,8,16.0,3
c5,c5.2xlarge,ca-central-1,SUSE,0.472,8,16.0,3
c5,c5.2xlarge,ca-central-1,Windows,0.74,8,16.0,3
c5,c5.2xlarge,ca-west-1,Linux,0.372,8,16.0,3
c5,c5.2xlarge,ca-west-1,RHEL,0.487,8,16.0,3
c5,c5.2xlarge,ca-west-1,SUSE,0.497,8,16.0,3
c5,c5.2xlarge,ca-west-1,Windows,0.74,8,16.0,3
c5,c5.2xlarge,eu-central-1,Linux,0.388,8,16.0,3
c5,c5.2xlarge,eu-central-1,RHEL,0.503,8,16.0,3
c5,c5.2xlarge,eu-central-1,SUSE,0.488,8,16.0,3
c5,c5.2xlarge,eu-central-1,Windows,0.756,8,16.0,3
c5,c5.2xlarge,eu-north-1,Linux,0.364,8,16.0,3
c5,c5.2xlarge,eu-north-1,RHEL,0.479,8,16.0,3
c5,c5.2xlarge,eu-north-1,SUSE,0.464,8,16.0,3
c5,c5.2xlarge,eu-north-1,Windows,0.732,8,16.0,3
c5,c5.2xlarge,eu-south-1,Linux,0.404,8,16.0,3
c5,c5.2xlarge,eu-south-1,RHEL,0.519,8,16.0,3
c5,c5.2xlarge,eu-south-1,SUSE,0.504,8,16.0,3
c5,c5.2xlarge,eu-south-1,Windows,0.772,8,16.0,3
c5,c5.2xlarge,eu-west-1,Linux,0.384,8,16.0,3
c5,c5.2xlarge,eu-west-1,RHEL,0.499,8,16.0,3
c5,c5.2xlarge,eu-west-1,SUSE,0.484,8,16.0,3
c5,c5.2xlarge,eu-west-1,Windows,0.752,8,16.0,3
c5,c5.2xlarge,eu-west-2,Linux,0.404,8,16.0,3
c5,c5.2xlarge,eu-west-2,RHEL,0.519,8,16.0,3
c5,c5.2xlarge,eu-west-2,SUSE,0.504,8,16.0,3
c5,c5.2xlarge,eu-west-2,Windows,0.772,8,16.0,3
c5,c5.2xlarge,eu-west-3,Linux,0.404,8,16.0,3
c5,c5.2xlarge,eu-west-3,RHEL,0.519,8,16.0,3
c5,c5.2xlarge,eu-west-3,SUSE,0.504,8,16.0,3
c5,c5.2xlarge,eu-west-3,Windows,0.772,8,16.0,3
c5,c5.2xlarge,il-central-1,Linux,0.403,8,16.0,3
c5,c5.2xlarge,il-central-1,RHEL,0.518,8,16.0,3
c5,c5.2xlarge,il-central-1,SUSE,0.528,8,16.0,3
c5,c5.2xlarge,il-central-1,Windows,0.771,8,16.0,3
c5,c5.2xlarge,me-central-1,Linux,0.422,8,16.0,3
c5,c5.2xlarge,me-central-1,RHEL,0.538,8,16.0,3
c5,c5.2xlarge,me-central-1,SUSE,0.547,8,16.0,3
c5,c5.2xlarge,me-central-1,Windows,0.79,8,16.0,3
c5,c5.2xlarge,me-south-1,Linux,0.422,8,16.0,3
c5,c5.2xlarge,me-south-1,RHEL,0.538,8,16.0,3
c5,c5.2xlarge,me-south-1,SUSE,0.522,8,16.0,3
c5,c5.2xlarge,me-south-1,Windows,0.79,8,16.0,3
c5,c5.2xlarge,sa-east-1,Linux,0.524,8,16.0,3
c5,c5.2xlarge,sa-east-1,RHEL,0.639,8,16.0,3
c5,c5.2xlarge,sa-east-1,SUSE,0.624,8,16.0,3
c5,c5.2xlarge,sa-east-1,Windows,0.892,8,16.0,3
c5,c5.2xlarge,us-east-1,Linux,0.34,8,16.0,3
c5,c5.2xlarge,us-east-1,RHEL,0.455,8,16.0,3
c5,c5.2xlarge,us-east-1,SUSE,0.44,8,16.0,3
c5,c5.2xlarge,us-east-1,Windows,0.708,8,16.0,3
c5,c5.2xlarge,us-east-2,Linux,0.34,8,16.0,3
c5,c5.2xlarge,us-east-2,RHEL,0.455,8,16.0,3
c5,c5.2xlarge,us-east-2,SUSE,0.44,8,16.0,3
c5,c5.2xlarge,us-east-2,Windows,0.708,8,16.0,3
c5,c5.2xlarge,us-west-1,Linux,0.424,8,16.0,3
c5,c5.2xlarge,us-west-1,RHEL,0.539,8,16.0,3
c5,c5.2xlarge,us-west-1,SUSE,0.524,8,16.0,3
c5,c5.2xlarge,us-west-1,Windows,0.792,8,16.0,3
c5,c5.2xlarge,us-west-2,Linux,0.34,8,16.0,3
c5,c5.2xlarge,us-west-2,RHEL,0.455,8,16.0,3
c5,c5.2xlarge,us-west-2,SUSE,0.44,8,16.0,3
c5,c5.2xlarge,us-west-2,Windows,0.708,8,16.0,3
c5,c5.4xlarge,af-south-1,Linux,0.912,16,32.0,4
c5,c5.4xlarge,af-south-1,RHEL,1.085,16,32.0,4
c5,c5.4xlarge,af-south-1,SUSE,1.012,16,32.0,4
c5,c5.4xlarge,af-south-1,Windows,1.648,16,32.0,4
c5,c5.4xlarge,ap-northeast-2,Linux,0.768,16,32.0,4
c5,c5.4xlarge,ap-northeast-2,RHEL,0.941,16,32.0,4
c5,c5.4xlarge,ap-northeast-2,SUSE,0.868,16,32.0,4
c5,c5.4xlarge,ap-northeast-2,Windows,1.504,16,32.0,4
c5,c5.4xlarge,ap-northeast-3,Linux,0.856,16,32.0,4
c5,c5.4xlarge,ap-northeast-3,RHEL,1.029,16,32.0,4
c5,c5.4xlarge,ap-northeast-3,SUSE,0.956,16,32.0,4
c5,c5.4xlarge,ap-northeast-3,Windows,1.592,16,32.0,4
c5,c5.4xlarge,ap-south-2,Linux,0.68,16,32.0,4
c5,c5.4xlarge,ap-south-2,RHEL,0.853,16,32.0,4
c5,c5.4xlarge,ap-south-2,SUSE,0.805,16,32.0,4
c5,c5.4xlarge,ap-south-2,Windows,1.416,16,32.0,4
c5,c5.4xlarge,ap-southeast-1,Linux,0.784,16,32.0,4
c5,c5.4xlarge,ap-southeast-1,RHEL,0.957,16,32.0,4
c5,c5.4xlarge,ap-southeast-1,SUSE,0.884,16,32.0,4
c5,c5.4xlarge,ap-southeast-1,Windows,1.52,16,32.0,4
c5,c5.4xlarge,ap-southeast-2,Linux,0.888,16,32.0,4
c5,c5.4xlarge,ap-southeast-2,RHEL,1.061,16,32.0,4
c5,c5.4xlarge,ap-southeast-2,SUSE,0.988,16,32.0,4
c5,c5.4xlarge,ap-southeast-2,Windows,1.624,16,32.0,4
c5,c5.4xlarge,ap-southeast-4,Linux,0.888,16,32.0,4
c5,c5.4xlarge,ap-southeast-4,RHEL,1.061,16,32.0,4
c5,c5.4xlarge,ap-southeast-4,SUSE,1.013,16,32.0,4
c5,c5.4xlarge,ap-southeast-4,Windows,1.624,16,32.0,4
c5,c5.4xlarge,ca-central-1,Linux,0.744,16,32.0,4
c5,c5.4xlarge,ca-central-1,RHEL,0.917,16,32.0,4
c5,c5.4xlarge,ca-central-1,SUSE,0.844,16,32.0,4
c5,c5.4xlarge,ca-central-1,Windows,1.48,16,32.0,4
c5,c5.4xlarge,ca-west-1,Linux,0.744,16,32.0,4
c5,c5.4xlarge,ca-west-1,RHEL,0.917,16,32.0,4
c5,c5.4xlarge,ca-west-1,SUSE,0.869,16,32.0,4
c5,c5.4xlarge,ca-west-1,Windows,1.48,16,32.0,4
c5,c5.4xlarge,eu-central-1,Linux,0.776,16,32.0,4
c5,c5.4xlarge,eu-central-1,RHEL,0.949,16,32.0,4
c5,c5.4xlarge,eu-central-1,SUSE,0.876,16,32.0,4
c5,c5.4xlarge,eu-central-1,Windows,1.512,16,32.0,4
c5,c5.4xlarge,eu-north-1,Linux,0.728,16,32.0,4
c5,c5.4xlarge,eu-north-1,RHEL,0.901,16,32.0,4
c5,c5.4xlarge,eu-north-1,SUSE,0.828,16,32.0,4
c5,c5.4xlarge,eu-north-1,Windows,1.464,16,32.0,4
c5,c5.4xlarge,eu-south-1,Linux,0.808,16,32.0,4
c5,c5.4xlarge,eu-south-1,RHEL,0.981,16,32.0,4
c5,c5.4xlarge,eu-south-1,SUSE,0.908,16,32.0,4
c5,c5.4xlarge,eu-south-1,Windows,1.544,16,32.0,4
c5,c5.4xlarge,eu-west-1,Linux,0.768,16,32.0,4
c5,c5.4xlarge,eu-west-1,RHEL,0.941,16,32.0,4
c5,c5.4xlarge,eu-west-1,SUSE,0.868,16,32.0,4
c5,c5.4xlarge,eu-west-1,Windows,1.504,16,32.0,4
c5,c5.4xlarge,eu-west-2,Linux,0.808,16,32.0,4
c5,c5.4xlarge,eu-west-2,RHEL,0.981,16,32.0,4
c5,c5.4xlarge,eu-west-2,SUSE,0.908,16,32.0,4
c5,c5.4xlarge,eu-west-2,Windows,1.544,16,32.0,4
c5,c5.4xlarge,eu-west-3,Linux,0.808,16,32.0,4
c5,c5.4xlarge,eu-west-3,RHEL,0.981,16,32.0,4
c5,c5.4xlarge,eu-west-3,SUSE,0.908,16,32.0,4
c5,c5.4xlarge,eu-west-3,Windows,1.544,16,32.0,4
c5,c5.4xlarge,il-central-1,Linux,0.806,16,32.0,4
c5,c5.4xlarge,il-central-1,RHEL,0.979,16,32.0,4
c5,c5.4xlarge,il-central-1,SUSE,0.931,16,32.0,4
c5,c5.4xlarge,il-central-1,Windows,1.542,16,32.0,4
c5,c5.4xlarge,me-central-1,Linux,0.845,16,32.0,4
c5,c5.4xlarge,me-central-1,RHEL,1.018,16,32.0,4
c5,c5.4xlarge,me-central-1,SUSE,0.97,16,32.0,4
c5,c5.4xlarge,me-central-1,Windows,1.581,16,32.0,4
c5,c5.4xlarge,me-south-1,Linux,0.845,16,32.0,4
c5,c5.4xlarge,me-south-1,RHEL,1.018,16,32.0,4
c5,c5.4xlarge,me-south-1,SUSE,0.945,16,32.0,4
c5,c5.4xlarge,me-south-1,Windows,1.581,16,32.0,4
c5,c5.4xlarge,sa-east-1,Linux,1.048,16,32.0,4
c5,c5.4xlarge,sa-east-1,RHEL,1.221,16,32.0,4
c5,c5.4xlarge,sa-east-1,SUSE,1.148,16,32.0,4
c5,c5.4xlarge,sa-east-1,Windows,1.784,16,32.0,4
c5,c5.4xlarge,us-east-1,Linux,0.68,16,32.0,4
c5,c5.4xlarge,us-east-1,RHEL,0.853,16,32.0,4
c5,c5.4xlarge,us-east-1,SUSE,0.78,16,32.0,4
c5,c5.4xlarge,us-east-1,Windows,1.416,16,32.0,4
c5,c5.4xlarge,us-east-2,Linux,0.68,16,32.0,4
c5,c5.4xlarge,us-east-2,RHEL,0.853,16,32.0,4
c5,c5.4xlarge,us-east-2,SUSE,0.78,16,32.0,4
c5,c5.4xlarge,us-east-2,Windows,1.416,16,32.0,4
c5,c5.4xlarge,us-west-1,Linux,0.848,16,32.0,4
c5,c5.4xlarge,us-west-1,RHEL,1.021,16,32.0,4
c5,c5.4xlarge,us-west-1,SUSE,0.948,16,32.0,4
c5,c5.4xlarge,us-west-1,Windows,1.584,16,32.0,4
c5,c5.4xlarge,us-west-2,Linux,0.68,16,32.0,4
c5,c5.4xlarge,us-west-2,RHEL,0.853,16,32.0,4
c5,c5.4xlarge,us-west-2,SUSE,0.78,16,32.0,4
c5,c5.4xlarge,us-west-2,Windows,1.416,16,32.0,4
c5,c5.9xlarge,af-south-1,Linux,2.052,36,72.0,5
c5,c5.9xlarge,af-south-1,RHEL,2.441,36,72.0,5
c5,c5.9xlarge,af-south-1,SUSE,2.152,36,72.0,5
c5,c5.9xlarge,af-south-1,Windows,3.708,36,72.0,5
c5,c5.9xlarge,ap-northeast-2,Linux,1.728,36,72.0,5
c5,c5.9xlarge,ap-northeast-2,RHEL,2.117,36,72.0,5
c5,c5.9xlarge,ap-northeast-2,SUSE,1.828,36,72.0,5
c5,c5.9xlarge,ap-northeast-2,Windows,3.384,36,72.0,5
c5,c5.9xlarge,ap-northeast-3,Linux,1.926,36,72.0,5
c5,c5.9xlarge,ap-northeast-3,RHEL,2.315,36,72.0,5
c5,c5.9xlarge,ap-northeast-3,SUSE,2.026,36,72.0,5
c5,c5.9xlarge,ap-northeast-3,Windows,3.582,36,72.0,5
c5,c5.9xlarge,ap-south-2,Linux,1.53,36,72.0,5
c5,c5.9xlarge,ap-south-2,RHEL,1.919,36,72.0,5
c5,c5.9xlarge,ap-south-2,SUSE,1.655,36,72.0,5
c5,c5.9xlarge,ap-south-2,Windows,3.186,36,72.0,5
c5,c5.9xlarge,ap-southeast-1,Linux,1.764,36,72.0,5
c5,c5.9xlarge,ap-southeast-1,RHEL,2.153,36,72.0,5
c5,c5.9xlarge,ap-southeast-1,SUSE,1.864,36,72.0,5
c5,c5.9xlarge,ap-southeast-1,Windows,3.42,36,72.0,5
c5,c5.9xlarge,ap-southeast-2,Linux,1.998,36,72.0,5
c5,c5.9xlarge,ap-southeast-2,RHEL,2.387,36,72.0,5
c5,c5.9xlarge,ap-southeast-2,SUSE,2.098,36,72.0,5
c5,c5.9xlarge,ap-southeast-2,Windows,3.654,36,72.0,5
c5,c5.9xlarge,ap-southeast-4,Linux,1.998,36,72.0,5
c5,c5.9xlarge,ap-southeast-4,RHEL,2.387,36,72.0,5
c5,c5.9xlarge,ap-southeast-4,SUSE,2.123,36,72.0,5
c5,c5.9xlarge,ap-southeast-4,Windows,3.654,36,72.0,5
c5,c5.9xlarge,ca-central-1,Linux,1.674,36,72.0,5
c5,c5.9xlarge,ca-central-1,RHEL,2.063,36,72.0,5
c5,c5.9xlarge,ca-central-1,SUSE,1.774,36,72.0,5
c5,c5.9xlarge,ca-central-1,Windows,3.33,36,72.0,5
c5,c5.9xlarge,ca-west-1,Linux,1.674,36,72.0,5
c5,c5.9xlarge,ca-west-1,RHEL,2.063,36,72.0,5
c5,c5.9xlarge,ca-west-1,SUSE,1.799,36,72.0,5
